Title,Price,Location,Size,Rooms,Yard,URL
Stationsgatan 13A,895000.0,"Centrala Boden, Bodens kommun",54.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-centrala-boden-bodens-kommun-stationsgatan-13a-21332378
Kusträsk 46,1150000.0,"Kusträsk, Bodens kommun",87.0,3.0,2734.0,https://www.hemnet.se/bostad/fritidsboende-3rum-kustrask-bodens-kommun-kustrask-46-21315200
Edeforsvägen 59,1195000.0,"Harads, Bodens kommun",254.0,7.0,4965.0,https://www.hemnet.se/bostad/villa-7rum-harads-bodens-kommun-edeforsvagen-59-21307384
Backgatan 3,2395000.0,"Björkelund, Bodens kommun",130.0,5.0,677.0,https://www.hemnet.se/bostad/villa-5rum-bjorkelund-bodens-kommun-backgatan-3-21320333
Lilla Nygatan 3 C,995000.0,"Centrala Boden, Bodens kommun",67.0,3.0,,https://www.hemnet.se/bostad/lagenhet-3rum-centrala-boden-bodens-kommun-lilla-nygatan-3-c-21315491
Svartbyvägen 31,1295000.0,"Fagernäs, Bodens kommun",100.0,3.0,624.0,https://www.hemnet.se/bostad/villa-3rum-fagernas-bodens-kommun-svartbyvagen-31-21316697
Norriån 117,395000.0,"Norriån, Bodens kommun",91.0,4.0,3011.0,https://www.hemnet.se/bostad/villa-4rum-norrian-bodens-kommun-norrian-117-21316453
Stationsgatan 13 C,815000.0,"Centrala Boden, Bodens kommun",35.0,1.0,,https://www.hemnet.se/bostad/lagenhet-1rum-centrala-boden-bodens-kommun-stationsgatan-13-c-21313543
Sörbyn 44,550000.0,"Råne Älvdal, Bodens kommun",40.0,2.0,2878.0,https://www.hemnet.se/bostad/villa-2rum-rane-alvdal-bodens-kommun-sorbyn-44-21313472
Duvgatan 5,2195000.0,"Sanden, Bodens kommun",224.0,6.0,834.0,https://www.hemnet.se/bostad/villa-6rum-sanden-bodens-kommun-duvgatan-5-21312823
Smedjegatan 19 A,695000.0,"Centrala Boden, Bodens kommun",48.5,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-centrala-boden-bodens-kommun-smedjegatan-19-a-21306201
Radhusvägen 21,395000.0,"Harads, Bodens kommun",180.0,4.0,993.0,https://www.hemnet.se/bostad/villa-4rum-harads-bodens-kommun-radhusvagen-21-21304442
Brinkvägen 19,2395000.0,"Trångfors, Bodens kommun",222.0,5.0,912.0,https://www.hemnet.se/bostad/villa-5rum-trangfors-bodens-kommun-brinkvagen-19-21298797
Betsvägen 2,2795000.0,"Harads, Bodens kommun",207.0,6.0,2477.0,https://www.hemnet.se/bostad/villa-6rum-harads-bodens-kommun-betsvagen-2-21295242
Kyrkgatan 55,1295000.0,"Centrala Boden, Bodens kommun",83.0,3.0,,https://www.hemnet.se/bostad/lagenhet-3rum-centrala-boden-bodens-kommun-kyrkgatan-55-21285361
Hökgatan 21,1195000.0,"Sanden, Bodens kommun",166.0,4.0,927.0,https://www.hemnet.se/bostad/villa-4rum-sanden-bodens-kommun-hokgatan-21-21282994
Yrkesvägen 6,2095000.0,"Torpgärdan, Bodens kommun",149.0,5.0,859.0,https://www.hemnet.se/bostad/villa-5rum-torpgardan-bodens-kommun-yrkesvagen-6-21274735
Lovägen 1,2995000.0,"Torpgärdan, Bodens kommun",190.0,5.0,755.0,https://www.hemnet.se/bostad/villa-5rum-torpgardan-bodens-kommun-lovagen-1-21271240
Västbo 21,1950000.0,"Harads, Bodens kommun",158.0,6.0,36000.0,https://www.hemnet.se/bostad/villa-6rum-harads-bodens-kommun-vastbo-21-21271217
Energivägen 9,1395000.0,"Vittjärv, Bodens kommun",75.0,3.0,796.0,https://www.hemnet.se/bostad/villa-3rum-vittjarv-bodens-kommun-energivagen-9-21269779
Kanotvägen 13,2695000.0,"Sävastön, Bodens kommun",131.0,5.0,889.0,https://www.hemnet.se/bostad/villa-5rum-savaston-bodens-kommun-kanotvagen-13-21249375
Svartbyleden 18A,1195000.0,"Norra Svartbyn, Bodens kommun",25.0,2.0,756.0,https://www.hemnet.se/bostad/villa-2rum-norra-svartbyn-bodens-kommun-svartbyleden-18a-21223935
Drottninggatan 20A,895000.0,"Centrala Boden, Bodens kommun",52.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-centrala-boden-bodens-kommun-drottninggatan-20a-21195595
Brännberg 40,795000.0,"Brännberg, Bodens kommun",159.0,4.0,1118.0,https://www.hemnet.se/bostad/villa-4rum-brannberg-bodens-kommun-brannberg-40-21127175
Stjärnfallsvägen 1,4995000.0,"Sävast, Bodens kommun",200.0,5.0,1268.0,https://www.hemnet.se/bostad/villa-5rum-savast-bodens-kommun-stjarnfallsvagen-1-20740675
Djupdal 18,1295000.0,"Bredåker, Bodens kommun",151.0,4.0,31000.0,https://www.hemnet.se/bostad/villa-4rum-bredaker-bodens-kommun-djupdal-18-20686617
Sandträsk 119,695000.0,"Boden, Bodens kommun",430.0,4.0,2111.0,https://www.hemnet.se/bostad/villa-4rum-bodens-kommun-sandtrask-119-19837716
Fätågsvägen 16,2395000.0,"Norra Svartbyn, Bodens kommun",164.0,5.0,1003.0,https://www.hemnet.se/bostad/villa-5rum-norra-svartbyn-bodens-kommun-fatagsvagen-16-20548298
Torsgatan 8,2495000.0,"Sanden, Bodens kommun",166.0,5.0,921.0,https://www.hemnet.se/bostad/villa-5rum-sanden-bodens-kommun-torsgatan-8-20506075
Vibbyn 1,2495000.0,"Skatamark, Bodens kommun",311.0,6.0,100000.0,https://www.hemnet.se/bostad/villa-6rum-skatamark-bodens-kommun-vibbyn-1-20500915
Alträsk 28D,895000.0,"Vändträsk, Bodens kommun",110.0,4.0,2375.0,https://www.hemnet.se/bostad/fritidsboende-4rum-vandtrask-bodens-kommun-altrask-28d-20315546
Brännagatan 17,,"Centrala Boden, Bodens kommun",,,972.0,https://www.hemnet.se/bostad/villa-198m2-centrala-boden-bodens-kommun-brannagatan-17-20299417
Flarken 5,3395000.0,"Boden, Bodens kommun",269.0,12.0,1942.0,https://www.hemnet.se/bostad/villa-12rum-bodens-kommun-flarken-5-20162935
Solskensvägen 8B,,"Sävast, Bodens kommun",,,274.0,https://www.hemnet.se/bostad/radhus-5rum-savast-bodens-kommun-solskensvagen-8b-20161797
Solskensvägen 8A,2495000.0,"Sävast, Bodens kommun",83.0,3.0,358.0,https://www.hemnet.se/bostad/radhus-3rum-savast-bodens-kommun-solskensvagen-8a-20161498
Vändträsk 46B,445000.0,"Vändträsk, Bodens kommun",50.0,2.0,10330.0,https://www.hemnet.se/bostad/fritidsboende-2rum-vandtrask-bodens-kommun-vandtrask-46b-20139595
Skeppsbrogatan 15D,1895000.0,"Centrum, Luleå kommun",65.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-centrum-lulea-kommun-skeppsbrogatan-15d-21374200
Tullgatan 25,1395000.0,"Centrum, Luleå kommun",36.5,1.0,,https://www.hemnet.se/bostad/lagenhet-1rum-centrum-lulea-kommun-tullgatan-25-21374208
Krongårdsringen 16,850000.0,"Örnäset, Luleå kommun",64.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-ornaset-lulea-kommun-krongardsringen-16-21326676
Stationsgatan 16B,1095000.0,"Centrum, Luleå kommun",42.0,1.0,,https://www.hemnet.se/bostad/lagenhet-1rum-centrum-lulea-kommun-stationsgatan-16b-20773675
Älvbrinken 16,2295000.0,"Råneå, Luleå kommun",126.0,4.0,908.0,https://www.hemnet.se/bostad/villa-4rum-ranea-lulea-kommun-alvbrinken-16-21373909
Laxgatan 25C,1295000.0,"Svartöstaden, Luleå kommun",59.5,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-svartostaden-lulea-kommun-laxgatan-25c-21361453
Mjöfjärden 408,895000.0,"Mjöfjärden, Luleå kommun",65.0,3.0,3270.0,https://www.hemnet.se/bostad/fritidsboende-3rum-mjofjarden-lulea-kommun-mjofjarden-408-21373247
Stationsgatan 16B,995000.0,"Centrum, Luleå kommun",44.0,1.0,,https://www.hemnet.se/bostad/lagenhet-1rum-centrum-lulea-kommun-stationsgatan-16b-21372909
Sunderbyvägen 2,5000000.0,"Södra Sunderbyn, Luleå kommun",357.5,9.0,5630.0,https://www.hemnet.se/bostad/villa-9rum-sodra-sunderbyn-lulea-kommun-sunderbyvagen-2-21372955
Orrbyn 138,995000.0,"Orrbyn, Luleå kommun",163.0,4.0,2750.0,https://www.hemnet.se/bostad/villa-4rum-orrbyn-lulea-kommun-orrbyn-138-21372524
Sandgatan 30,1295000.0,"Svartöstaden, Luleå kommun",77.4,3.0,,https://www.hemnet.se/bostad/lagenhet-3rum-svartostaden-lulea-kommun-sandgatan-30-21372619
Rådjursstigen 19,1795000.0,"Hertsön, Luleå kommun",137.0,4.0,292.0,https://www.hemnet.se/bostad/radhus-4rum-hertson-lulea-kommun-radjursstigen-19-21370729
Sandnäsetvägen 226A,,"Bälinge, Luleå kommun",,,1651.0,https://www.hemnet.se/bostad/fritidsboende-38m2-balinge-lulea-kommun-sandnasetvagen-226a-21372162
Stuga på Sandön/Klubbviken,1995000.0,"Sandön, Luleå kommun",89.0,3.0,2000.0,https://www.hemnet.se/bostad/fritidsboende-3rum-sandon-lulea-kommun-stuga-pa-sandon-klubbviken-21344976
Mjölkuddsvägen 165,2250000.0,"Mjölkudden, Luleå kommun",90.5,3.0,,https://www.hemnet.se/bostad/lagenhet-3rum-mjolkudden-lulea-kommun-mjolkuddsvagen-165-21371322
Kantgatan 7 A,1195000.0,"Lövskatan, Luleå kommun",57.5,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-lovskatan-lulea-kommun-kantgatan-7-a-21371284
Munkebergsgatan 60,1095000.0,"Mjölkudden/Munkeberg, Luleå kommun",33.5,1.0,,https://www.hemnet.se/bostad/lagenhet-1rum-mjolkudden-munkeberg-lulea-kommun-munkebergsgatan-60-21371263
Tjädergränd 28,2295000.0,"Hertsön, Luleå kommun",180.0,4.0,292.0,https://www.hemnet.se/bostad/radhus-4rum-hertson-lulea-kommun-tjadergrand-28-21368744
Stakagränd 13,1700000.0,"Örnäset, Luleå kommun",83.0,5.0,764.0,https://www.hemnet.se/bostad/villa-5rum-ornaset-lulea-kommun-stakagrand-13-21371158
Rutviksreveln 24,3000000.0,"Björsbyn, Luleå kommun",90.0,3.0,2206.0,https://www.hemnet.se/bostad/villa-3rum-bjorsbyn-lulea-kommun-rutviksreveln-24-21344922
Kompanivägen 21,4995000.0,"Kronan - Lulsundsberget, Luleå kommun",126.0,5.0,,https://www.hemnet.se/bostad/lagenhet-5rum-kronan-lulsundsberget-lulea-kommun-kompanivagen-21-21275055
Värnpliktsgatan 33,7995000.0,"Kronan, Luleå kommun",290.0,6.0,875.0,https://www.hemnet.se/bostad/villa-6rum-kronan-lulea-kommun-varnpliktsgatan-33-21370066
Västra Villavägen 3B,7500000.0,"Bergnäset, Luleå kommun",286.0,5.0,1002.0,https://www.hemnet.se/bostad/villa-5rum-bergnaset-lulea-kommun-vastra-villavagen-3b-21356247
Höjdgatan 8B,745000.0,"Skurholmen, Luleå kommun",26.0,1.0,,https://www.hemnet.se/bostad/lagenhet-1rum-skurholmen-lulea-kommun-hojdgatan-8b-21369499
Lulsundsgatan 34B,1895000.0,"Centrum - Charlottendal, Luleå kommun",89.0,3.0,,https://www.hemnet.se/bostad/lagenhet-3rum-centrum-charlottendal-lulea-kommun-lulsundsgatan-34b-21311577
Mjölkuddsvägen 57,1095000.0,"Mjölkudden, Luleå kommun",34.0,1.0,,https://www.hemnet.se/bostad/lagenhet-1rum-mjolkudden-lulea-kommun-mjolkuddsvagen-57-21368979
Småbåtsgatan 10A,4000000.0,"Centrum, Luleå kommun",88.0,3.0,,https://www.hemnet.se/bostad/lagenhet-3rum-centrum-lulea-kommun-smabatsgatan-10a-21368844
Östra Pilgatan 32,1095000.0,"Östermalm, Luleå kommun",31.0,1.0,,https://www.hemnet.se/bostad/lagenhet-1rum-ostermalm-lulea-kommun-ostra-pilgatan-32-19767195
Faktorsvägen 30,5525000.0,"Bergnäset, Luleå kommun",182.0,7.0,940.0,https://www.hemnet.se/bostad/villa-7rum-bergnaset-lulea-kommun-faktorsvagen-30-21369315
Smedsträsket 230,995000.0,"Smedsbyn, Luleå kommun",70.0,3.0,54000.0,https://www.hemnet.se/bostad/villa-3rum-smedsbyn-lulea-kommun-smedstrasket-230-21369145
Västmarksvägen 147,2500000.0,"Västmark, Luleå kommun",230.0,5.0,2605.0,https://www.hemnet.se/bostad/villa-5rum-vastmark-lulea-kommun-vastmarksvagen-147-21369004
Munkebergsgatan 88,895000.0,"Mjölkudden - Munkeberg, Luleå kommun",33.5,1.0,,https://www.hemnet.se/bostad/lagenhet-1rum-mjolkudden-munkeberg-lulea-kommun-munkebergsgatan-88-21368982
Västra Varvsgatan 8,1595000.0,"Centrum Varvet, Luleå kommun",48.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-centrum-varvet-lulea-kommun-vastra-varvsgatan-8-21346639
Sinksundsstranden 3,1300000.0,"Sinksundet, Luleå kommun",70.0,3.0,706.0,https://www.hemnet.se/bostad/fritidsboende-3rum-sinksundet-lulea-kommun-sinksundsstranden-3-21361989
Tjärnbergsvägen 7,1195000.0,"Råneå, Luleå kommun",167.0,6.0,784.0,https://www.hemnet.se/bostad/villa-6rum-ranea-lulea-kommun-tjarnbergsvagen-7-21368503
Sandviksgatan 36G,1795000.0,"Centrum, Luleå kommun",68.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-centrum-lulea-kommun-sandviksgatan-36g-21368779
Sandviksgatan 21,1995000.0,"Centrum, Luleå kommun",67.5,3.0,,https://www.hemnet.se/bostad/lagenhet-3rum-centrum-lulea-kommun-sandviksgatan-21-21322129
Varvsgatan 57 C,1395000.0,"Centrum, Luleå kommun",55.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-centrum-lulea-kommun-varvsgatan-57-c-21367530
Genvägen 11,2195000.0,"Lövskatan, Luleå kommun",176.0,3.0,770.0,https://www.hemnet.se/bostad/villa-3rum-lovskatan-lulea-kommun-genvagen-11-21367874
Mörövägen 209,795000.0,"Mörön, Luleå kommun",36.0,2.0,1944.0,https://www.hemnet.se/bostad/fritidsboende-2rum-moron-lulea-kommun-morovagen-209-21367275
Inre Bjursträsk 308,820000.0,"Klöverträsk, Luleå kommun",45.0,2.0,2474.0,https://www.hemnet.se/bostad/fritidsboende-2rum-klovertrask-lulea-kommun-inre-bjurstrask-308-21344906
Rutvikssundsvägen 56,4695000.0,"Rutvik, Luleå kommun",187.0,5.0,18000.0,https://www.hemnet.se/bostad/villa-5rum-rutvik-lulea-kommun-rutvikssundsvagen-56-21350424
Fågeluddsvägen 22,1350000.0,"Mörön, Luleå kommun",55.0,3.0,1658.0,https://www.hemnet.se/bostad/fritidsboende-3rum-moron-lulea-kommun-fageluddsvagen-22-21366574
Sandgatan 33b,720000.0,"Svartöstaden, Luleå kommun",38.0,1.0,,https://www.hemnet.se/bostad/lagenhet-1rum-svartostaden-lulea-kommun-sandgatan-33b-21366156
Södra Ängesbyn 55,450000.0,"Ängesbyn, Luleå kommun",44.0,3.0,1496.0,https://www.hemnet.se/bostad/fritidsboende-3rum-angesbyn-lulea-kommun-sodra-angesbyn-55-21365608
Nedantillvägen 11,1495000.0,"Råneå, Luleå kommun",220.0,6.0,885.0,https://www.hemnet.se/bostad/villa-6rum-ranea-lulea-kommun-nedantillvagen-11-21365567
Sandnäsetvägen 308,1395000.0,"Bälinge/Sandnäset, Luleå kommun",100.0,4.0,1112.0,https://www.hemnet.se/bostad/villa-4rum-balinge-sandnaset-lulea-kommun-sandnasetvagen-308-21365487
Rörbäck 7,875000.0,"Rörbäck, Luleå kommun",84.0,3.0,1225.0,https://www.hemnet.se/bostad/villa-3rum-rorback-lulea-kommun-rorback-7-20523217
Ensittarvägen 32,2950000.0,"Södra Sunderbyn, Luleå kommun",180.0,6.0,736.0,https://www.hemnet.se/bostad/villa-6rum-sodra-sunderbyn-lulea-kommun-ensittarvagen-32-21365087
Norra Niemiholm 155,,"Råneå, Luleå kommun",,,27000.0,https://www.hemnet.se/bostad/villa-2rum-ranea-lulea-kommun-norra-niemiholm-155-21365112
Bodträskvägen 33,1190000.0,"Holmträsk, Piteå kommun",200.0,4.0,3205.0,https://www.hemnet.se/bostad/villa-4rum-holmtrask-pitea-kommun-bodtraskvagen-33-21331372
Munksundsvägen 103,2850000.0,"Skuthamn, Piteå kommun",158.0,5.0,1004.0,https://www.hemnet.se/bostad/villa-5rum-skuthamn-pitea-kommun-munksundsvagen-103-20334636
Härdargatan 14,1650000.0,"Backen, Piteå kommun",123.0,6.0,889.0,https://www.hemnet.se/bostad/villa-6rum-backen-pitea-kommun-hardargatan-14-21320997
Radhusvägen 19,1595000.0,"Degeränget, Piteå kommun",167.0,6.0,831.0,https://www.hemnet.se/bostad/villa-6rum-degeranget-pitea-kommun-radhusvagen-19-21302358
Hjältviken 41,995000.0,"Berkön Trundön Rosvik, Piteå kommun",91.0,4.0,2020.0,https://www.hemnet.se/bostad/fritidsboende-4rum-berkon-trundon-rosvik-pitea-kommun-hjaltviken-41-21302347
Gamla Sjulsmarksvägen 25,2975000.0,"Sjulsmark, Piteå kommun",663.0,7.0,2422.0,https://www.hemnet.se/bostad/villa-7rum-sjulsmark-pitea-kommun-gamla-sjulsmarksvagen-25-21294507
Kolmilavägen 69,1675000.0,"Djupviken, Piteå kommun",96.0,4.0,949.0,https://www.hemnet.se/bostad/villa-4rum-djupviken-pitea-kommun-kolmilavagen-69-21288260
Trummagatan 17,2300000.0,"Öjebyn, Piteå kommun",184.0,7.0,880.0,https://www.hemnet.se/bostad/villa-7rum-ojebyn-pitea-kommun-trummagatan-17-21287746
Långträskvägen 246,590000.0,"Sjulsmark, Piteå kommun",295.0,5.0,1736.0,https://www.hemnet.se/bostad/villa-5rum-sjulsmark-pitea-kommun-langtraskvagen-246-21287726
Bunäsudden 2,3995000.0,"Bunäsudden, Piteå kommun",116.0,4.0,1602.0,https://www.hemnet.se/bostad/villa-4rum-bunasudden-pitea-kommun-bunasudden-2-21056915
Sågverksgatan 11,2200000.0,"Munksund, Piteå kommun",170.0,3.0,1832.0,https://www.hemnet.se/bostad/villa-3rum-munksund-pitea-kommun-sagverksgatan-11-20865655
Isakstigen 2,495000.0,"Arnemark, Piteå kommun",110.0,3.0,3046.0,https://www.hemnet.se/bostad/fritidsboende-3rum-arnemark-pitea-kommun-isakstigen-2-18890555
Regementsvägen 29,2800000.0,"Klubben/Pite Havsbad, Piteå kommun",112.0,4.0,1663.0,https://www.hemnet.se/bostad/villa-4rum-klubben-pite-havsbad-pitea-kommun-regementsvagen-29-18645784
Ängdalsrovägen 294,995000.0,"Ängdalsro, Luleå kommun",70.0,3.0,1575.0,https://www.hemnet.se/bostad/fritidsboende-3rum-angdalsro-lulea-kommun-angdalsrovagen-294-21380528
Övre Storfors 1180,900000.0,"Altersbruk, Piteå kommun",86.0,3.0,75000.0,https://www.hemnet.se/bostad/gard-3rum-altersbruk-pitea-kommun-ovre-storfors-1180-21380869
Rosvik,,"Rosvik, Piteå kommun",,,650000.0,https://www.hemnet.se/bostad/gard-pitea-kommun-rosvik-21367866
Bergsviken,,"Bergsviken, Piteå kommun",,,429000.0,https://www.hemnet.se/bostad/gard-bergsviken-pitea-kommun-bergsviken-21364051
Porsnäs 2:32,,"Porsnäs, Piteå kommun",,,173000.0,https://www.hemnet.se/bostad/gard-porsnas-pitea-kommun-porsnas-2-32-21355756
Västra Lidenvägen 81,5700000.0,"Svensbyn, Piteå kommun",199.0,6.0,580000.0,https://www.hemnet.se/bostad/gard-6rum-svensbyn-pitea-kommun-vastra-lidenvagen-81-21352318
Mandträsk 44,,"Koler, Piteå kommun",,,911000.0,https://www.hemnet.se/bostad/gard-pitea-kommun-mandtrask-44-21348571
Adress saknas,,"Norrfjärden, Piteå kommun",,,395000.0,https://www.hemnet.se/bostad/gard-norrfjarden-pitea-kommun-21344317
Älvsbyvägen 1160,,"Pålberget, Piteå kommun",,,729000.0,https://www.hemnet.se/bostad/gard-palberget-pitea-kommun-alvsbyvagen-1160-21339315
RENÖN 1:3,,"Piteå, Piteå kommun",,,355000.0,https://www.hemnet.se/bostad/gard-pitea-pitea-kommun-renon-1-3-21070076
Öjebyn 13:4,,"Piteå, Piteå kommun",,,54000.0,https://www.hemnet.se/bostad/gard-pitea-pitea-kommun-ojebyn-13-4-17042642
Tomtmark på Näsudden,,"Öjebyn, Piteå kommun",,,67000.0,https://www.hemnet.se/bostad/gard-ojebyn-pitea-kommun-tomtmark-pa-nasudden-18637217
Degernäs 26,1800000.0,"Degernäs, Bodens kommun",84.0,3.0,1665.0,https://www.hemnet.se/bostad/fritidsboende-3rum-degernas-bodens-kommun-degernas-26-18764860
Södra Maranvägen 7,4795000.0,"Sävast, Bodens kommun",184.0,4.0,1442.0,https://www.hemnet.se/bostad/villa-4rum-savast-bodens-kommun-sodra-maranvagen-7-19673655
Kyrkgatan 38,4195000.0,"Björknäs, Bodens kommun",220.0,9.0,1650.0,https://www.hemnet.se/bostad/villa-9rum-bjorknas-bodens-kommun-kyrkgatan-38-19273656
Södra Bredåker 321,1895000.0,"Bredåker, Bodens kommun",240.0,5.0,3260.0,https://www.hemnet.se/bostad/villa-5rum-bredaker-bodens-kommun-sodra-bredaker-321-19203156
Degernäs 27,1495000.0,"Degernäs, Bodens kommun",117.0,3.0,1879.0,https://www.hemnet.se/bostad/villa-3rum-degernas-bodens-kommun-degernas-27-19126716
Klinthöjden tomt nr 33,,"Storklinten, Bodens kommun",,,502.0,https://www.hemnet.se/bostad/fritidsboende-storklinten-bodens-kommun-klinthojden-tomt-nr-33-18395816
Valvträsk 2,,"Råne Älvdal, Bodens kommun",,,2159.0,https://www.hemnet.se/bostad/fritidsboende-rane-alvdal-bodens-kommun-valvtrask-2-18235175
Valvträsk 1,,"Råne Älvdal, Bodens kommun",,,1510.0,https://www.hemnet.se/bostad/fritidsboende-rane-alvdal-bodens-kommun-valvtrask-1-18235135
Mockträsk 46,,"Mockträsk, Bodens kommun",,,2305.0,https://www.hemnet.se/bostad/fritidsboende-47m2-mocktrask-bodens-kommun-mocktrask-46-16918732
Rånevägen 2,1195000.0,"Råne Älvdal, Gällivare kommun",296.0,6.0,542000.0,https://www.hemnet.se/bostad/villa-6rum-rane-alvdal-gallivare-kommun-ranevagen-2-21383582
Selet 58,800000.0,"Selet, Luleå kommun",50.0,2.0,1537.0,https://www.hemnet.se/bostad/fritidsboende-2rum-selet-lulea-kommun-selet-58-21380142
MÅRDSEL 2:53,795000.0,"Gällivare, Gällivare kommun",50.0,2.0,1061.0,https://www.hemnet.se/bostad/villa-2rum-gallivare-gallivare-kommun-mardsel-2-53-21380883
Selet 72,995000.0,"Selet, Luleå kommun",140.0,4.0,5486.0,https://www.hemnet.se/bostad/villa-4rum-selet-lulea-kommun-selet-72-21380045
Smedsträsket 230,995000.0,"Smedsbyn, Luleå kommun",70.0,3.0,54000.0,https://www.hemnet.se/bostad/villa-3rum-smedsbyn-lulea-kommun-smedstrasket-230-21369145
Västmarksvägen 147,2500000.0,"Västmark, Luleå kommun",230.0,5.0,2605.0,https://www.hemnet.se/bostad/villa-5rum-vastmark-lulea-kommun-vastmarksvagen-147-21369004
Rånevägen 11,425000.0,"Råne Älvdal, Gällivare kommun",110.0,5.0,21000.0,https://www.hemnet.se/bostad/villa-5rum-rane-alvdal-gallivare-kommun-ranevagen-11-21364701
Västmarksvägen 61,895000.0,"Västmark - Eriksberg, Luleå kommun",180.0,5.0,4447.0,https://www.hemnet.se/bostad/villa-5rum-vastmark-eriksberg-lulea-kommun-vastmarksvagen-61-21348156
Knösenvägen 288,3395000.0,"Norra Sunderbyn, Luleå kommun",100.0,4.0,11000.0,https://www.hemnet.se/bostad/villa-4rum-norra-sunderbyn-lulea-kommun-knosenvagen-288-20724235
Norra Bredåker 85,,"N Bredåker, Bodens kommun",,,43000.0,https://www.hemnet.se/bostad/gard-n-bredaker-bodens-kommun-norra-bredaker-85-21370897
Lassbyn 206,1995000.0,"Lassbyn, Bodens kommun",86.0,3.0,165000.0,https://www.hemnet.se/bostad/gard-3rum-lassbyn-bodens-kommun-lassbyn-206-21340699
Orrbyn 48,1495000.0,"Råneå, Luleå kommun",260.0,7.0,2267.0,https://www.hemnet.se/bostad/villa-7rum-ranea-lulea-kommun-orrbyn-48-21364647
Tjärhovsgatan 18 B,645000.0,"Gültzauudden, Luleå kommun",22.0,1.0,,https://www.hemnet.se/bostad/lagenhet-1rum-gultzauudden-lulea-kommun-tjarhovsgatan-18-b-21304509
Strömsund 5,1695000.0,"Råneå, Luleå kommun",244.0,5.0,4504.0,https://www.hemnet.se/bostad/villa-5rum-ranea-lulea-kommun-stromsund-5-21362996
Krongårdsringen 6C,1150000.0,"Örnäset, Luleå kommun",51.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-ornaset-lulea-kommun-krongardsringen-6c-21300556
Flugsnappargränd 13,2045000.0,"Hertsön, Luleå kommun",158.0,4.0,324.0,https://www.hemnet.se/bostad/villa-4rum-hertson-lulea-kommun-flugsnappargrand-13-21361797
Alhamns södra strandväg 162,1250000.0,"Alhamn, Luleå kommun",61.0,3.0,2207.0,https://www.hemnet.se/bostad/fritidsboende-3rum-alhamn-lulea-kommun-alhamns-sodra-strandvag-162-21362674
Skillingvägen 11,2995000.0,"Lerbäcken, Luleå kommun",126.0,4.0,842.0,https://www.hemnet.se/bostad/villa-4rum-lerbacken-lulea-kommun-skillingvagen-11-21362559
"Småskär, stuga 11",550000.0,"Småskär/Skatamarksviken, Luleå kommun",45.0,2.0,,"https://www.hemnet.se/bostad/fritidsboende-2rum-smaskar-skatamarksviken-lulea-kommun-smaskar,-stuga-11-21362176"
Burströmsvägen 116,1295000.0,"Burströmska, Luleå kommun",75.5,3.0,,https://www.hemnet.se/bostad/lagenhet-3rum-burstromska-lulea-kommun-burstromsvagen-116-21361991
Genvägen 27 B,995000.0,"Lövskatan, Luleå kommun",40.0,1.0,,https://www.hemnet.se/bostad/lagenhet-1rum-lovskatan-lulea-kommun-genvagen-27-b-21361283
Bensby Norriviken 18,1695000.0,"Bensbyn, Luleå kommun",58.0,2.0,2394.0,https://www.hemnet.se/bostad/fritidsboende-2rum-bensbyn-lulea-kommun-bensby-norriviken-18-21361106
Dragongatan 4D,1995000.0,"Kronan, Luleå kommun",81.0,4.0,,https://www.hemnet.se/bostad/lagenhet-4rum-kronan-lulea-kommun-dragongatan-4d-21361026
Hovslagarvägen 4,1395000.0,"Råneå, Luleå kommun",165.0,6.0,817.0,https://www.hemnet.se/bostad/villa-6rum-ranea-lulea-kommun-hovslagarvagen-4-21360824
Västra Varvsgatan 14 B,995000.0,"Centrum/Varvet, Luleå kommun",31.0,1.0,,https://www.hemnet.se/bostad/lagenhet-1rum-centrum-varvet-lulea-kommun-vastra-varvsgatan-14-b-20247455
Sörnäsudden 324,3000000.0,"Sörnäsudden, Luleå kommun",110.0,3.0,2454.0,https://www.hemnet.se/bostad/villa-3rum-sornasudden-lulea-kommun-sornasudden-324-21359542
Björsbyvägen 16,1995000.0,"Björsbyn, Luleå kommun",48.0,2.0,1172.0,https://www.hemnet.se/bostad/fritidsboende-2rum-bjorsbyn-lulea-kommun-bjorsbyvagen-16-21357530
Spränggatan 23B,1395000.0,"Skurholmen, Luleå kommun",52.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-skurholmen-lulea-kommun-spranggatan-23b-21359043
Ormisvägen 12,995000.0,"Råneå, Luleå kommun",177.0,6.0,2050.0,https://www.hemnet.se/bostad/villa-6rum-ranea-lulea-kommun-ormisvagen-12-21357855
